Id,SalePrice
2865,-1245851766021.174
2367,-722727936884.657
554,-728215244195.3257
238,-1240665613268.009
1954,-733587849090.76
2488,-729393757873.8044
2291,-1265085696855.796
1969,-733680167902.6342
2725,-1240286797386.6113
1482,-1243409806028.9536
2763,-1241957728615.301
503,-723929065433.7225
1584,-1255723177236.6377
1531,-1245905176595.2117
2210,-1245904072474.952
459,-723656127441.835
556,-729409506934.0577
1347,-1237634491170.7454
1290,-1236132544705.1108
1388,-1240337261797.3848
1571,-1254419211367.4766
2754,-1241955780092.8933
765,-1239082209065.1821
2494,-729409582526.1052
2870,-1246051432685.6396
7,-722247470130.7502
1114,-723971652676.2443
2418,-723693095835.7769
291,-1245771526566.207
18,-722362605309.2352
39,-723547603213.3362
1001,-722234523938.7954
2442,-723812003209.123
616,-732287356894.1282
2680,-1237668911032.6912
1414,-1240710172003.2295
289,-1245790906140.0803
40,-723561360463.2606
860,-1243119261412.859
409,-722702775604.2006
673,-733567168653.0715
2427,-723780993933.5685
2036,-1237916627620.0867
2564,-732301722443.0315
642,-733415568776.0615
1008,-722246087558.5215
1908,-732280402357.0857
2519,-730648333052.5677
1369,-1237984602334.4487
2855,-1245881794768.4434
712,-1236249157599.0266
1943,-733476811581.1986
1958,-733629900168.9613
107,-730662672846.367
2295,-1264873596246.8086
704,-1236123530643.7686
676,-733623875423.3829
259,-1243038144051.2517
93,-730410065118.6484
106,-730606955300.1517
2315,-722193356203.6815
1050,-722692147705.9537
1095,-723783545721.849
2709,-1240180993042.4253
758,-1237972934824.4478
1496,-1244382901964.0767
2370,-722723967043.4507
2458,-723985150716.8408
2733,-1240595272639.3806
161,-733554124597.5181
726,-1236493557562.6096
845,-1243030732350.9583
947,-1252994369651.997
2232,-1247183788341.2244
2563,-732300379164.8917
2299,-1264944432401.4292
211,-1239095402822.1143
605,-732002821701.026
1478,-1243349674967.855
2247,-1248779016870.6304
2274,-1256910821954.3997
2869,-1246071454902.6016
967,-1255742426784.7224
2656,-1236247699260.0032
667,-733536136157.7657
1042,-722725568122.7683
2023,-1237828159292.739
2447,-723820840565.0491
2055,-1240212868908.7136
2275,-1262099365287.2463
2204,-1245893344564.3625
1563,-1248786043837.094
483,-723786488071.6217
796,-1240736779010.5483
1526,-1245840729835.359
2042,-1237949080088.4268
442,-723561608674.6637
1693,-723519080745.8584
1468,-1243167302443.675
1430,-1242050707729.0994
2605,-733504545098.5314
1529,-1245887995016.1343
335,-1264968248923.3354
1287,-1236087448231.1616
31,-722727942470.766
1785,-723993551060.2433
82,-728162680295.3038
2620,-733613408655.4883
252,-1241944061829.6584
721,-1236448122239.077
2165,-1243372920489.694
2316,-722185163001.159
775,-1240218148027.2263
1558,-1248548367184.797
17,-722339213934.7992
1022,-722416643461.8632
925,-1245929496262.5786
438,-723564754575.1013
1270,-733638154053.2698
1272,-733652961035.7301
215,-1239170073061.4465
266,-1243133749411.5388
2402,-723633229856.3234
1250,-733448812633.6042
1984,-1236240939022.9531
1279,-733650328293.6274
377,-722486207211.7324
1252,-733471404262.2898
2156,-1243148543529.2827
499,-723840351591.1698
1374,-1238759840473.6746
2898,-1255624489134.3403
401,-722640712061.2849
2721,-1240292241146.8418
2078,-1240551000145.3987
2589,-733455213517.5254
1946,-733395994206.5164
1334,-1237650997246.4531
2781,-1243025449916.124
431,-723517332146.9149
576,-730649039015.9904
1474,-1243337869424.4875
2254,-1253054644880.0967
2155,-1243140504169.7097
885,-1244320135406.0027
643,-733446341100.4492
1944,-733514549044.1844
480,-723748321347.2689
2845,-1245670973598.505
2387,-723533502794.087
2407,-723687565708.3213
2527,-731806066419.4894
2514,-730623820455.9707
629,-733165976411.9093
80,-728144427385.4147
1876,-731917911429.0996
1546,-1247209574372.8618
2518,-730608280020.3246
2347,-722498082884.0864
783,-1240390905436.9377
1322,-1236492343976.027
194,-1237661561735.4143
1770,-723860765992.6918
2143,-1243121500983.764
1229,-733122190381.533
511,-723989337569.4734
46,-723673811190.6406
1348,-1237641400348.617
2465,-724089011081.5544
387,-722552688742.7477
873,-1243163163783.3237
1918,-733242151975.2285
2764,-1241972954772.6748
2184,-1244469064780.3906
934,-1246197701436.4934
1920,-733235130582.24
2631,-733681940714.5957
1768,-723739146458.1765
2040,-1237966161696.8267
1749,-723723630793.1531
834,-1241944320210.1494
1457,-1243112222484.3264
79,-728182224519.9445
2302,-1265112258950.4917
1817,-728166026354.7747
2755,-1241921634213.6213
359,-722277253016.2827
2059,-1240212617362.6206
2092,-1241646499787.9475
2516,-730613426639.7623
150,-733432315095.3794
1656,-722527868157.5476
83,-728201497804.3297
2411,-723720800916.7822
795,-1240714453607.8896
2312,-722160730650.7281
2917,-1265092953312.9526
1624,-722281880120.1876
2215,-1245848737486.829
1211,-732196119508.3472
1485,-1243410159827.269
1024,-722475803766.6692
570,-730590521882.4989
2874,-1247190879671.7942
700,-1236078746021.2805
2756,-1241938961210.1125
2022,-1237622621648.401
583,-731795014728.6183
2392,-723565046885.1788
2424,-723772500425.7682
212,-1239083807888.0535
736,-1237645417241.393
1610,-1266200444833.4639
890,-1244365333690.4111
467,-723712673324.1355
578,-730603525291.4747
1747,-723706010875.8052
1149,-728166250209.7878
2758,-1241902380527.1042
857,-1243090832653.6965
2219,-1245877705457.6091
733,-1237609028257.599
2909,-1265073223059.1443
1798,-724037946282.516
235,-1240514302124.778
2366,-722712955453.0046
1027,-722545925926.5618
1195,-731944049177.7981
1303,-1236263706884.4216
148,-733247242883.4277
608,-732183315335.5823
2515,-730611040574.1351
821,-1241869363511.418
2500,-730365642391.7842
745,-1237659218801.627
741,-1237642345509.3743
1611,-1379698946489.9358
2532,-731929888662.2391
1081,-723752354963.077
1692,-723491871834.2493
2520,-730657063609.3077
276,-1244304090194.4072
1992,-1236354602173.3845
663,-733593608372.2826
418,-722731370858.8591
1733,-723722880551.1215
2359,-722569531065.4728
253,-1241961742003.198
1518,-1245759046197.0735
2035,-1237937271888.6763
2919,-1265088285578.2397
1540,-1246076844228.5083
2120,-1242938173536.5813
1674,-722670067479.2461
256,-1242082596419.2397
2361,-722624385249.9368
978,-1265092982990.5317
2280,-1265022631584.3162
2095,-1241673077012.8892
1709,-723576606378.0258
2801,-1243157882574.2222
1246,-733435848707.2025
2373,-722734533399.8143
1055,-723533211144.3092
2017,-1237650675631.0122
1099,-723836129187.0168
1344,-1237671884561.8252
835,-1241943726280.014
1117,-723997167049.9779
2043,-1238008836124.343
2085,-1240741839183.5667
410,-722712172115.0874
2650,-1236154306763.2944
2867,-1245886967482.7053
1668,-722617098772.5892
1161,-730599558578.8058
2122,-1242959110569.8672
2539,-731923531240.6636
1047,-722707671145.0471
1445,-1243077330991.808
541,-728040107805.2786
569,-730587611248.9213
1276,-733670587196.2692
918,-1245902642836.53
326,-1264981740756.4658
1936,-733482007466.4365
895,-1244469016824.7405
257,-1242955744420.7253
1241,-733222096887.1042
1545,-1247202659688.963
1189,-731809620836.5717
270,-1243225492602.3071
2066,-1240291063391.622
693,-1236083924298.276
1259,-733525612312.1932
2916,-1265006719046.9487
2321,-722151713874.5258
1977,-1236116610536.234
1895,-732191736044.4619
1240,-733236412639.1251
85,-729378698646.2582
1823,-729436552843.7135
825,-1241898664036.8813
110,-731780103427.4747
697,-1236058555018.1091
2297,-1265058347773.6719
1231,-733171439616.8257
1355,-1237858226374.3242
968,-1255713826453.703
584,-731783281385.7015
1315,-1236381048060.203
1606,-1265117330438.6226
206,-1237946880574.5579
1685,-723518657273.0162
2016,-1237647972776.7258
869,-1243132661638.934
2135,-1243059909139.9114
2346,-722441930967.3533
2430,-723751757604.088
2198,-1245888791153.56
2652,-1236244133880.435
27,-722620426443.4799
241,-1240668911381.3523
906,-1245724842173.8987
1506,-1244471352036.9866
2098,-1241828851159.2546
1435,-1243017248460.4707
2213,-1245901204783.5261
1274,-733649331943.8392
743,-1237668825782.4143
1737,-723732906987.1682
2797,-1243123480411.239
2185,-1244472924407.3386
58,-723780694328.6154
830,-1241963462587.336
808,-1241750023327.2166
680,-733636221065.9637
1153,-729435336139.3192
1291,-1236108472398.0051
1818,-728189062797.5779
2161,-1243360416613.1987
1883,-732037236764.2737
350,-722183748098.214
2473,-728039476410.3833
295,-1246059631195.1035
293,-1245850808007.073
859,-1243080109391.7607
288,-1245692972708.4707
1578,-1255657885865.2458
102,-730612272246.6053
2831,-1244452124808.2637
1030,-722538857024.3132
2551,-732226376758.2032
1286,-1236072841025.5981
958,-1255601597431.1404
776,-1240210622871.9902
72,-724057347117.2574
2263,-1255632021350.0906
1866,-731825091447.5057
2876,-1247218207708.93
2146,-1243115008400.9963
103,-730618068612.325
1500,-1244455820290.7698
492,-723737421708.1238
167,-733653588675.3932
2597,-733569073018.9294
2685,-1237662062905.312
1035,-722606847539.7413
1220,-732309189301.7239
2602,-733547065570.468
2159,-1243336638521.3865
695,-1236058917358.105
1109,-723917950572.1715
640,-733363589874.9587
1652,-722506988708.0607
2090,-1241604782155.6846
1188,-731796411963.8029
2345,-722433899759.5109
1059,-723508208619.9972
2751,-1241916695954.7737
128,-732204658644.1118
1523,-1245869028494.34
2925,-1264991339710.2427
2145,-1243087451324.363
1121,-724055103877.1287
566,-730553493519.0392
565,-730433583921.4788
1331,-1237598596437.3337
2928,-1265276111398.0244
156,-733498290967.8608
797,-1240687573007.3948
327,-1265077265916.7393
2859,-1245841475373.7068
1453,-1243126724877.4028
1762,-723802313622.0145
1868,-731802544690.5735
1760,-723822399650.3397
1113,-723988778155.6282
1812,-728037671975.7916
117,-731882843309.2828
1142,-728045327629.3419
2342,-722318555132.0912
927,-1245926334105.6067
2478,-728051464046.8688
655,-733573022513.1355
2064,-1240343702563.3196
369,-722351711214.8502
2239,-1247199526179.6763
2732,-1240539187422.3003
1653,-722488164535.7646
959,-1255620257646.2168
2395,-723569612981.3662
1412,-1240678877899.0583
271,-1243318357163.3687
1484,-1243410140409.3904
1497,-1244378434208.2107
552,-728190828831.5824
2,-721159673914.406
1855,-730557802334.72
4,-721122794702.3185
2292,-1265023170718.2388
134,-732312429691.3329
646,-733468276673.469
42,-723563497259.765
532,-724084336397.4777
713,-1236383130062.9058
2561,-732295854025.2896
2360,-722578987869.7543
1333,-1237646486145.0178
1407,-1240411481712.5635
2892,-1255300218129.871
574,-730624793886.8906
1227,-732287392469.976
2591,-733382683115.8768
1476,-1243347142863.742
1125,-724065649777.0168
1446,-1243078367209.0745
408,-722723212188.5084
1101,-723816077736.3773
2251,-1253000425777.012
373,-722476842579.6708
2554,-732249159047.7593
2382,-723521649299.0741
1985,-1236251318972.6677
519,-724047560355.8281
1093,-723797197901.912
864,-1243100598274.938
2889,-1253030402754.387
2308,-721057532048.0298
986,-1265240297176.125
1302,-1236210628253.9875
585,-731800953683.168
2708,-1240197852043.9055
147,-733247028250.0391
1441,-1243019632684.8406
383,-722529636659.2062
285,-1244536326723.241
181,-1236233443270.1824
358,-722279762208.6165
780,-1240312272380.869
258,-1243029085075.5642
1865,-731795929912.9628
692,-1236112225352.75
2902,-1262205004673.3652
508,-723990884312.8749
2638,-1236068994026.3777
36,-722715856958.9282
611,-732178053270.8394
2281,-1264910364185.9285
1678,-722723706537.2323
1696,-723489215316.3511
1557,-1248453473951.5317
2180,-1244379475092.967
1726,-723698431750.9486
951,-1253038573725.5364
267,-1243156869820.904
2706,-1240172945656.287
2221,-1246060212872.788
1357,-1237891943954.8965
2901,-1255719397225.6929
347,-722209812012.4746
2164,-1243358111232.2551
1586,-1255726569773.945
360,-722297442903.3491
1769,-723883953237.0201
2617,-733594944634.3016
1879,-731975129661.9076
991,-721121998742.8704
1535,-1245917175436.265
1191,-731877496679.7905
1579,-1255634888453.726
1882,-732142047636.6377
1510,-1244544533363.3313
2196,-1245746089397.9075
1845,-730617409015.2036
2336,-722277356166.9387
942,-1247212040860.734
861,-1243126341859.7532
2555,-732296949541.2108
1392,-1240292248013.5537
2099,-1241926400751.4924
1543,-1246201742413.1138
948,-1252964215352.1086
1239,-733211743392.6035
22,-722536342395.275
2796,-1243137226875.4019
2747,-1241675869537.796
92,-730405867960.4932
210,-1238770173174.9495
1858,-730648524088.3105
2228,-1246189839320.3572
447,-723615724354.7798
827,-1241920043793.8103
1649,-722471871443.8545
682,-733646856711.9689
2698,-1237959102374.3096
494,-723843175632.9952
214,-1239171435296.1
2441,-723787770308.7948
2679,-1237657273312.1128
1336,-1237652160236.2598
465,-723718640093.7632
1524,-1245881054233.6997
2543,-732036860300.9557
631,-733227258516.6691
2452,-723884006859.7925
228,-1240184546570.819
126,-732185893088.0625
1092,-723774095565.9966
1122,-724056133264.0096
932,-1246051028248.1936
1980,-1236121626052.6855
2171,-1244334173895.6326
551,-728153594936.703
2768,-1242047920609.89
2056,-1240218796782.4478
1159,-730393364064.4357
2645,-1236088239173.616
1174,-730612825356.2496
2266,-1255635664450.6333
2462,-723999146102.5884
1219,-732226997401.0751
2922,-1264989634105.5696
118,-731920145002.68
474,-723780124162.6909
2576,-733241812460.9966
872,-1243118282347.4888
1077,-723697821378.2811
1536,-1245928857575.5784
1150,-729404540981.3706
2341,-722359206412.0825
1931,-733424096620.4069
2785,-1243073022580.256
2538,-731925427350.509
597,-731965649920.1317
464,-723714761468.0542
233,-1240398391861.259
2169,-1244306179946.59
2123,-1242967205149.553
1867,-731800448409.8964
137,-733094983363.3331
515,-724035480992.2448
933,-1246206482288.8535
2784,-1243057009607.7146
972,-1265018038831.691
599,-731988082518.4415
2614,-733594790586.3396
2582,-733446214125.7697
1409,-1240561165747.0127
175,-1236129530265.9187
352,-722239928366.6255
976,-1265089958005.9387
2134,-1243039035218.038
984,-1265109253130.2925
2396,-723568942992.9518
1673,-722683768780.4114
404,-722709353687.9036
607,-732192498998.5342
814,-1241735104117.5088
868,-1243144715448.154
2271,-1255758032190.5417
1633,-722302450964.9064
337,-1265082593104.2756
2765,-1241839041434.1243
1746,-723691908272.1498
368,-722363787018.2135
2806,-1243330739288.9382
1662,-722558928589.9703
1234,-733142078183.2506
1373,-1238827999773.5562
1672,-722648989586.1716
1939,-733478077566.265
